customer_id,gender,age,state,city,estimated_salary,plan_type,tenure_months,total_complaints,avg_calls_3m,avg_data_3m,usage_drop_ratio,recharge_frequency,last_month_calls,last_month_data,churn
3032,M,39.0,Karnataka,Bangalore,60274.0,Prepaid,8.0,0.0,96.33333333333333,13408.666666666666,2.2083333333333335,2.6666666666666665,52.0,7211.0,0
3033,M,62.0,Delhi,Bangalore,170629.0,Postpaid,31.0,0.0,178.66666666666666,6894.0,0.3392857142857143,1.0,75.0,3600.0,0
3034,F,29.0,Mizoram,Bangalore,21175.0,Postpaid,20.0,1.0,123.0,7395.0,3.2857142857142856,1.0,160.0,11840.0,0
3035,F,19.0,West Bengal,,33526.0,Prepaid,30.0,0.0,69.66666666666667,11256.333333333334,0.9880952380952381,2.6666666666666665,82.0,9909.0,0
3036,M,61.0,Arunachal Pradesh,Bangalore,192479.0,Prepaid,7.0,0.0,99.33333333333333,6407.0,1.7628865979381443,2.3333333333333335,170.0,4377.0,0
3037,M,44.0,Mizoram,Chennai,200869.0,Prepaid,17.0,0.0,110.66666666666667,10953.333333333334,4.7560975609756095,2.8333333333333335,194.0,11508.0,0
3038,M,,Karnataka,Delhi,238086.0,Prepaid,12.0,0.0,90.33333333333333,11354.666666666666,2.0,2.5,39.0,13500.0,0
3039,M,22.0,West Bengal,Chennai,119341.0,Prepaid,12.0,0.0,199.0,10711.666666666666,1.4945652173913044,2.8333333333333335,274.0,11600.0,0
3040,F,74.0,Tamil Nadu,Mumbai,22101.0,Prepaid,14.0,0.0,113.0,5011.333333333333,4.293103448275862,2.1666666666666665,248.0,4361.0,0
3041,M,21.0,Tamil Nadu,Hyderabad,84415.0,Prepaid,21.0,0.0,79.33333333333333,3475.0,0.6,2.3333333333333335,32.0,2302.0,0
3042,F,36.0,Karnataka,Kolkata,175662.0,Postpaid,11.0,1.0,127.33333333333333,10432.666666666666,0.5787234042553191,1.0,135.0,16689.0,0
3043,F,31.0,Mizoram,Kolkata,128474.0,Prepaid,8.0,0.0,134.0,13829.333333333334,1.946969696969697,2.6666666666666665,256.0,14004.0,0
3044,M,45.0,Karnataka,Chennai,176865.0,Prepaid,26.0,1.0,184.0,11431.0,2.7476635514018692,3.0,293.0,3807.0,0
3045,F,59.0,Tamil Nadu,Delhi,70795.0,Prepaid,24.0,0.0,154.66666666666666,9768.666666666666,1.5548780487804879,3.3333333333333335,254.0,11168.0,0
3046,F,24.0,Tamil Nadu,Bangalore,105104.0,Prepaid,3.0,0.0,212.33333333333334,11233.666666666666,1.2688679245283019,2.8333333333333335,268.0,753.0,1
3047,F,48.0,Tripura,Delhi,89308.0,Postpaid,3.0,0.0,213.33333333333334,10918.666666666666,4.211267605633803,1.0,298.0,16991.0,0
3048,F,39.0,Mizoram,Hyderabad,58551.0,Postpaid,24.0,0.0,156.0,14577.0,0.6129032258064516,1.0,94.0,13485.0,1
3049,M,47.0,Maharashtra,,119155.0,Prepaid,19.0,1.0,206.66666666666666,9229.666666666666,0.9433198380566802,3.0,232.0,11643.0,0
3050,M,21.0,Tamil Nadu,Mumbai,212165.0,Postpaid,3.0,0.0,56.0,11943.666666666666,1.7567567567567568,1.0,64.0,12002.0,0
3051,F,48.0,Karnataka,Mumbai,37396.0,Prepaid,21.0,0.0,110.0,6861.0,1.2222222222222223,2.0,21.0,4678.0,0
3052,M,46.0,Delhi,Bangalore,238618.0,Prepaid,23.0,0.0,183.33333333333334,13850.333333333334,1.162962962962963,2.3333333333333335,156.0,6123.0,0
3053,M,25.0,Tripura,Chennai,109206.0,Prepaid,18.0,0.0,115.66666666666667,10398.666666666666,11.142857142857142,1.8333333333333333,155.0,18528.0,0
3054,M,56.0,West Bengal,Delhi,42062.0,Postpaid,32.0,0.0,224.66666666666666,12457.0,1.0761421319796953,1.0,211.0,9788.0,0
3055,F,46.0,Tamil Nadu,Hyderabad,210048.0,Prepaid,29.0,0.0,159.33333333333334,14839.0,0.8061224489795918,2.6666666666666665,157.0,12581.0,0
3056,,64.0,Karnataka,Hyderabad,143193.0,Postpaid,21.0,0.0,120.33333333333333,5615.666666666667,0.5925925925925926,1.0,47.0,7796.0,0
3057,M,31.0,Karnataka,Hyderabad,106909.0,Prepaid,,0.0,168.0,11608.666666666666,0.68,2.6666666666666665,135.0,5375.0,0
3058,M,52.0,West Bengal,Kolkata,173505.0,Prepaid,19.0,0.0,199.66666666666666,12778.333333333334,0.8527397260273972,2.1666666666666665,248.0,15856.0,0
3059,F,74.0,Tamil Nadu,Delhi,43106.0,Prepaid,3.0,0.0,125.33333333333333,15437.0,0.29896907216494845,2.5,57.0,18752.0,0
3060,F,29.0,Tripura,Kolkata,211656.0,Postpaid,31.0,0.0,188.66666666666666,8391.0,1.9315068493150684,1.0,281.0,7467.0,0
3061,M,20.0,Delhi,Hyderabad,125818.0,Postpaid,13.0,0.0,34.0,3458.3333333333335,0.3275862068965517,1.0,18.0,2336.0,0
3062,M,52.0,Delhi,Delhi,241771.0,Postpaid,12.0,0.0,246.33333333333334,,0.7364864864864865,1.0,217.0,18324.0,0
3063,M,49.0,West Bengal,Chennai,180922.0,Prepaid,8.0,0.0,95.33333333333333,10079.0,1.1607142857142858,2.0,129.0,3076.0,0
3064,M,35.0,Mizoram,Delhi,203813.0,Postpaid,2.0,0.0,206.0,7988.0,0.8396624472573839,1.0,198.0,14310.0,0
3065,F,46.0,Delhi,Chennai,205750.0,Prepaid,30.0,0.0,161.66666666666666,15729.666666666666,3.4477611940298507,1.5,230.0,10827.0,0
3066,F,64.0,Tripura,Kolkata,234705.0,Postpaid,13.0,0.0,199.66666666666666,6531.333333333333,0.3345323741007194,1.0,92.0,12508.0,0
3067,M,19.0,Mizoram,Hyderabad,115735.0,Prepaid,11.0,0.0,110.33333333333333,8659.333333333334,2.4285714285714284,3.3333333333333335,169.0,4054.0,0
3068,F,,Delhi,Mumbai,38674.0,Prepaid,29.0,0.0,126.33333333333333,8802.0,1.4722222222222223,2.5,211.0,1833.0,0
3069,M,55.0,Mizoram,Delhi,124317.0,Postpaid,11.0,0.0,201.66666666666666,6652.0,1.093385214007782,1.0,280.0,9217.0,0
3070,M,60.0,Arunachal Pradesh,Delhi,177312.0,Prepaid,29.0,0.0,121.66666666666667,8770.0,3.0,2.1666666666666665,245.0,1627.0,0
3071,M,63.0,Delhi,Mumbai,78897.0,Prepaid,8.0,0.0,44.666666666666664,2118.3333333333335,0.6363636363636364,2.6666666666666665,41.0,1013.0,1
3072,F,51.0,Delhi,Chennai,114280.0,Prepaid,21.0,0.0,226.0,6978.0,1.2217573221757323,2.1666666666666665,291.0,11106.0,0
3073,M,24.0,Arunachal Pradesh,Kolkata,204504.0,Postpaid,11.0,0.0,203.66666666666666,5845.666666666667,0.38,1.0,113.0,10143.0,0
3074,F,35.0,Maharashtra,Kolkata,169980.0,Postpaid,17.0,0.0,138.66666666666666,7806.666666666667,2.192982456140351,1.0,249.0,2487.0,0
3075,F,24.0,Karnataka,Hyderabad,82631.0,Postpaid,19.0,0.0,112.33333333333333,4041.0,0.6959459459459459,1.0,102.0,2216.0,0
3076,M,34.0,Karnataka,Mumbai,211513.0,Prepaid,30.0,0.0,88.33333333333333,10188.666666666666,0.4594594594594595,3.1666666666666665,50.0,4655.0,0
3077,F,27.0,Delhi,Chennai,44497.0,Prepaid,5.0,0.0,,8812.0,1.2276422764227641,2.3333333333333335,150.0,9235.0,0
3078,M,35.0,Mizoram,Hyderabad,111858.0,Postpaid,31.0,0.0,117.33333333333333,6525.333333333333,7.4,1.0,110.0,2159.0,0
3079,M,19.0,Tripura,Delhi,92237.0,,13.0,0.0,133.66666666666666,13772.666666666666,1.1063829787234043,2.6666666666666665,103.0,7066.0,0
3080,M,39.0,Karnataka,Chennai,59154.0,Prepaid,5.0,0.0,258.0,15333.666666666666,0.9090909090909091,1.6666666666666667,269.0,16543.0,0
3081,F,23.0,Maharashtra,Hyderabad,133149.0,Prepaid,6.0,0.0,46.666666666666664,5355.666666666667,0.08571428571428572,1.8333333333333333,2.0,1973.0,1
3082,M,60.0,Mizoram,Mumbai,205407.0,Postpaid,13.0,1.0,261.6666666666667,7377.0,1.2883720930232558,1.0,276.0,10705.0,0
3083,M,30.0,Arunachal Pradesh,Mumbai,177051.0,Postpaid,18.0,0.0,152.66666666666666,7876.666666666667,0.9086021505376344,1.0,168.0,2161.0,0
3084,F,72.0,Tripura,Kolkata,106863.0,Prepaid,21.0,0.0,174.33333333333334,13030.0,1.4606741573033708,2.3333333333333335,259.0,19825.0,0
3085,M,70.0,Tripura,Hyderabad,134155.0,Prepaid,31.0,0.0,99.33333333333333,11779.666666666666,0.21794871794871795,3.0,50.0,8798.0,0
3086,M,54.0,Tripura,Kolkata,41200.0,Prepaid,31.0,0.0,221.33333333333334,8037.666666666667,0.575,2.0,160.0,3845.0,0
3087,M,68.0,Delhi,Mumbai,23732.0,Prepaid,31.0,0.0,235.33333333333334,9928.666666666666,1.300469483568075,2.5,276.0,6246.0,0
3088,F,70.0,Mizoram,Kolkata,172622.0,Prepaid,2.0,0.0,223.66666666666666,8473.666666666666,1.4921465968586387,3.0,284.0,5224.0,0
3089,F,42.0,Karnataka,Kolkata,89425.0,Prepaid,23.0,0.0,150.0,14859.333333333334,0.3993174061433447,2.3333333333333335,116.0,15893.0,0
3090,M,39.0,Arunachal Pradesh,Delhi,159977.0,Prepaid,20.0,0.0,196.0,13320.0,0.7611111111111111,2.1666666666666665,136.0,14793.0,0
3091,F,66.0,Tripura,Mumbai,202288.0,Prepaid,6.0,0.0,55.333333333333336,4217.666666666667,1.3823529411764706,1.6666666666666667,46.0,1481.0,0
3092,F,53.0,Maharashtra,Hyderabad,50053.0,Prepaid,31.0,0.0,161.66666666666666,12572.333333333334,0.6979591836734694,2.6666666666666665,170.0,19130.0,1
3093,F,24.0,Delhi,Hyderabad,211980.0,Prepaid,,0.0,128.0,8525.333333333334,0.8805970149253731,2.0,58.0,7368.0,0
3094,M,26.0,Maharashtra,Mumbai,100600.0,Postpaid,32.0,0.0,180.0,8621.333333333334,2.475,1.0,296.0,17370.0,0
3095,F,28.0,Tripura,Mumbai,177710.0,Prepaid,12.0,0.0,172.33333333333334,6240.0,0.5533333333333333,2.3333333333333335,165.0,6426.0,0
3096,F,33.0,Arunachal Pradesh,Hyderabad,21822.0,Prepaid,11.0,0.0,194.0,6920.333333333333,1.0961538461538463,3.3333333333333335,284.0,8952.0,0
3097,F,51.0,Maharashtra,Bangalore,57891.0,Prepaid,12.0,0.0,106.66666666666667,15578.333333333334,0.3315508021390374,2.6666666666666665,61.0,19986.0,0
3098,F,23.0,West Bengal,Chennai,135679.0,Prepaid,28.0,0.0,210.33333333333334,,1.4967741935483871,3.0,231.0,10205.0,0
3099,F,33.0,Mizoram,Chennai,51645.0,Postpaid,7.0,0.0,172.0,8999.333333333334,0.06854838709677419,1.0,16.0,9831.0,0
3100,M,56.0,West Bengal,Delhi,245097.0,Prepaid,6.0,0.0,144.66666666666666,9295.333333333334,1.0818181818181818,3.5,118.0,12107.0,0
3101,M,71.0,Karnataka,Hyderabad,208129.0,Prepaid,30.0,0.0,123.66666666666667,4213.666666666667,2.1724137931034484,2.5,62.0,599.0,0
3102,M,29.0,Delhi,Delhi,237313.0,Prepaid,12.0,0.0,150.66666666666666,14817.666666666666,1.1162790697674418,2.6666666666666665,95.0,9286.0,0
3103,F,26.0,Arunachal Pradesh,Chennai,61181.0,Prepaid,15.0,0.0,147.0,,5.102564102564102,1.6666666666666667,198.0,15980.0,0
3104,M,64.0,Arunachal Pradesh,Delhi,83968.0,Prepaid,32.0,0.0,156.33333333333334,5480.0,0.7681159420289855,1.8333333333333333,158.0,7356.0,0
3105,F,29.0,Arunachal Pradesh,Chennai,222225.0,Prepaid,9.0,0.0,182.66666666666666,16087.666666666666,0.1917808219178082,2.3333333333333335,41.0,18701.0,0
3106,M,50.0,Maharashtra,Hyderabad,25039.0,Postpaid,31.0,1.0,155.66666666666666,,0.4154929577464789,1.0,58.0,19870.0,0
3107,F,72.0,Arunachal Pradesh,Bangalore,221061.0,Prepaid,23.0,0.0,124.33333333333333,10595.0,5.267857142857143,2.3333333333333335,294.0,15761.0,0
3108,F,71.0,Mizoram,Bangalore,147213.0,Prepaid,32.0,0.0,142.66666666666666,17003.666666666668,1.5483870967741935,2.3333333333333335,143.0,14546.0,0
3109,F,26.0,Maharashtra,Kolkata,175718.0,Prepaid,3.0,0.0,93.33333333333333,11622.666666666666,0.3046875,2.3333333333333335,38.0,9923.0,0
3110,M,41.0,Tripura,Mumbai,186291.0,Prepaid,21.0,0.0,133.0,10602.333333333334,0.13253012048192772,,21.0,7598.0,1
3111,F,74.0,West Bengal,Chennai,242545.0,Postpaid,2.0,0.0,65.33333333333333,4296.333333333333,6.0,1.0,35.0,1690.0,0
3112,M,57.0,Karnataka,Delhi,247918.0,Postpaid,8.0,0.0,124.66666666666667,11125.0,2.3333333333333335,1.0,188.0,11464.0,0
3113,M,38.0,Karnataka,Kolkata,240112.0,Prepaid,7.0,0.0,62.666666666666664,10930.333333333334,3.24,3.1666666666666665,80.0,8804.0,0
3114,F,22.0,Arunachal Pradesh,Chennai,169686.0,Postpaid,20.0,0.0,68.0,5005.0,0.5,1.0,31.0,3041.0,0
3115,M,40.0,Mizoram,Chennai,85824.0,Prepaid,30.0,0.0,162.0,17249.0,2.9322033898305087,2.8333333333333335,172.0,18860.0,0
3116,F,59.0,Delhi,Bangalore,50051.0,Prepaid,4.0,0.0,242.0,11215.666666666666,1.0489795918367346,3.0,256.0,13694.0,0
3117,F,56.0,Maharashtra,Kolkata,173477.0,Prepaid,31.0,0.0,114.0,8503.0,1.9782608695652173,2.1666666666666665,181.0,6701.0,0
3118,M,55.0,Karnataka,Bangalore,89638.0,Prepaid,21.0,0.0,186.33333333333334,8773.333333333334,1.4370370370370371,2.3333333333333335,193.0,4103.0,0
3119,F,62.0,Tripura,Kolkata,218411.0,Postpaid,11.0,0.0,164.0,5045.0,0.0954356846473029,1.0,22.0,4807.0,0
3120,F,26.0,West Bengal,Hyderabad,193728.0,Postpaid,2.0,0.0,163.0,5908.666666666667,0.17192982456140352,1.0,48.0,,0
3121,M,46.0,Tripura,Hyderabad,118908.0,Prepaid,19.0,0.0,47.666666666666664,5560.0,2.6666666666666665,3.0,31.0,619.0,1
3122,F,40.0,Karnataka,Delhi,,Prepaid,7.0,0.0,245.33333333333334,9371.666666666666,1.586021505376344,2.6666666666666665,294.0,16343.0,1
3123,M,29.0,Tripura,Bangalore,230436.0,Prepaid,2.0,0.0,205.33333333333334,7048.333333333333,1.4505494505494505,2.5,263.0,3756.0,1
3124,M,37.0,West Bengal,Delhi,240507.0,Prepaid,2.0,0.0,138.33333333333334,15642.666666666666,1.532258064516129,2.5,94.0,16384.0,0
3125,F,19.0,Maharashtra,Delhi,92977.0,Prepaid,27.0,0.0,174.0,10510.666666666666,1.7647058823529411,3.0,239.0,16165.0,0
3126,M,43.0,Karnataka,Kolkata,58038.0,Prepaid,31.0,2.0,211.0,13442.333333333334,0.8566308243727598,2.3333333333333335,238.0,8871.0,0
3127,M,45.0,Mizoram,Kolkata,119547.0,Postpaid,6.0,0.0,166.33333333333334,9771.666666666666,4.089285714285714,1.0,228.0,11438.0,0
3128,F,64.0,Karnataka,Chennai,90209.0,Prepaid,29.0,0.0,154.66666666666666,6125.666666666667,2.0597014925373136,2.3333333333333335,275.0,1687.0,0
3129,F,34.0,Delhi,Chennai,172671.0,Prepaid,19.0,0.0,61.0,9466.666666666666,0.9342105263157895,,70.0,12776.0,0
3130,M,28.0,Tripura,Delhi,34624.0,Prepaid,7.0,0.0,252.66666666666666,13100.0,1.0387323943661972,3.0,294.0,14002.0,1
3131,F,27.0,West Bengal,Kolkata,149176.0,Postpaid,24.0,0.0,84.0,3748.3333333333335,2.8260869565217392,1.0,64.0,747.0,1
3132,F,37.0,Maharashtra,Kolkata,228761.0,Prepaid,26.0,0.0,97.33333333333333,10406.333333333334,2.0681818181818183,2.8333333333333335,181.0,18259.0,0
3133,F,27.0,Tamil Nadu,Hyderabad,28294.0,Prepaid,30.0,1.0,128.66666666666666,13051.666666666666,0.861271676300578,2.6666666666666665,148.0,,0
3134,,73.0,Tamil Nadu,Hyderabad,167996.0,Prepaid,6.0,0.0,167.0,6926.333333333333,0.6866359447004609,2.5,148.0,1602.0,0
3135,F,43.0,Delhi,Hyderabad,244228.0,,29.0,1.0,149.33333333333334,8117.0,9.566666666666666,1.8333333333333333,286.0,6329.0,0
3136,F,28.0,Delhi,Mumbai,196366.0,Prepaid,19.0,0.0,204.66666666666666,16453.333333333332,4.387096774193548,2.3333333333333335,271.0,17491.0,0
3137,M,60.0,West Bengal,Bangalore,178684.0,Prepaid,2.0,0.0,106.0,6515.666666666667,1.2131147540983607,1.8333333333333333,147.0,13873.0,0
3138,M,50.0,Mizoram,Delhi,95470.0,Prepaid,29.0,0.0,28.666666666666668,12732.0,0.3684210526315789,2.1666666666666665,13.0,17446.0,0
3139,M,53.0,Karnataka,Mumbai,47265.0,Postpaid,2.0,0.0,155.66666666666666,8362.333333333334,1.7530120481927711,1.0,290.0,18799.0,0
3140,M,55.0,Tamil Nadu,Kolkata,42885.0,Postpaid,1.0,0.0,173.66666666666666,8382.333333333334,0.5362318840579711,1.0,110.0,18359.0,0
3141,M,45.0,Karnataka,Delhi,241404.0,Prepaid,28.0,0.0,88.33333333333333,7408.666666666667,0.4146341463414634,1.6666666666666667,16.0,3414.0,0
3142,F,,Tripura,Delhi,1700830.0,Prepaid,25.0,0.0,223.66666666666666,13124.0,0.6464646464646465,2.1666666666666665,191.0,13648.0,0
3143,,70.0,Tripura,Delhi,245353.0,Prepaid,22.0,0.0,125.66666666666667,4690.333333333333,0.11013215859030837,2.6666666666666665,24.0,1446.0,0
3144,F,58.0,Delhi,Kolkata,230368.0,Prepaid,21.0,0.0,156.33333333333334,6456.666666666667,0.495,2.3333333333333335,98.0,1219.0,0
3145,M,25.0,Tamil Nadu,Delhi,106897.0,Postpaid,31.0,0.0,195.0,14722.666666666666,0.6498316498316499,1.0,192.0,12660.0,0
3146,F,38.0,West Bengal,Mumbai,29070.0,Prepaid,2.0,0.0,155.33333333333334,10170.0,0.7078651685393258,1.8333333333333333,125.0,13246.0,0
3147,F,40.0,Tripura,Mumbai,110919.0,Postpaid,16.0,0.0,104.0,11158.666666666666,1.0,1.0,98.0,11212.0,0
3148,F,41.0,Arunachal Pradesh,Bangalore,114509.0,Prepaid,18.0,0.0,112.0,8292.333333333334,1.1842105263157894,2.3333333333333335,134.0,12404.0,0
3149,F,39.0,Tamil Nadu,Mumbai,64747.0,Prepaid,9.0,0.0,183.33333333333334,13365.333333333334,1.3131868131868132,2.0,238.0,12559.0,0
3150,M,63.0,,Mumbai,112270.0,Prepaid,7.0,0.0,155.33333333333334,9697.333333333334,0.1130952380952381,2.8333333333333335,18.0,9317.0,0
3151,M,43.0,Karnataka,Hyderabad,217211.0,Prepaid,28.0,0.0,54.666666666666664,4775.0,0.8666666666666667,3.0,25.0,3519.0,1
3152,F,64.0,Maharashtra,Delhi,143236.0,Postpaid,9.0,0.0,146.33333333333334,8441.0,2.015873015873016,1.0,253.0,19235.0,0
3153,F,39.0,Tamil Nadu,Hyderabad,239084.0,Postpaid,25.0,0.0,147.33333333333334,10064.0,8.117647058823529,1.0,,7131.0,0
3154,F,54.0,West Bengal,Delhi,177288.0,Prepaid,32.0,0.0,151.66666666666666,9813.333333333334,1.9375,2.3333333333333335,123.0,5170.0,0
3155,M,21.0,Maharashtra,Kolkata,65880.0,Prepaid,13.0,0.0,199.0,8604.0,0.5330578512396694,1.8333333333333333,128.0,18420.0,0
3156,F,66.0,Mizoram,Chennai,73048.0,Postpaid,,0.0,157.0,12120.333333333334,5.441860465116279,1.0,233.0,15368.0,0
3157,M,63.0,West Bengal,Delhi,227927.0,Prepaid,13.0,0.0,93.66666666666667,9664.0,0.5070422535211268,3.0,71.0,13999.0,0
3158,F,36.0,Mizoram,Mumbai,151051.0,Prepaid,18.0,0.0,116.66666666666667,10725.333333333334,0.6813186813186813,1.8333333333333333,123.0,19314.0,0
3159,,56.0,Mizoram,Delhi,132033.0,Prepaid,20.0,0.0,200.66666666666666,6745.0,3.2804878048780486,2.8333333333333335,268.0,1792.0,1
3160,F,22.0,Delhi,Kolkata,129436.0,Prepaid,15.0,0.0,160.33333333333334,7231.0,1.4304635761589404,2.5,215.0,7354.0,0
3161,M,26.0,West Bengal,Chennai,135301.0,Prepaid,25.0,0.0,50.333333333333336,3446.0,1.0161290322580645,3.0,62.0,455.0,0
3162,M,48.0,,Hyderabad,162436.0,,19.0,1.0,217.66666666666666,7208.666666666667,2.242424242424242,1.6666666666666667,295.0,12050.0,0
3163,F,31.0,Maharashtra,Hyderabad,203168.0,Postpaid,4.0,1.0,141.0,10331.666666666666,1.08130081300813,1.0,132.0,6601.0,0
3164,F,66.0,Tamil Nadu,Delhi,225480.0,Postpaid,32.0,0.0,158.0,9484.0,2.4591836734693877,1.0,240.0,5774.0,0
3165,M,54.0,Karnataka,Chennai,167300.0,Prepaid,25.0,1.0,61.0,12175.0,4.8,3.5,95.0,6494.0,0
3166,F,,Arunachal Pradesh,Mumbai,186641.0,Prepaid,22.0,0.0,81.66666666666667,7466.0,0.9354838709677419,2.0,28.0,3350.0,0
3167,M,47.0,Tamil Nadu,Kolkata,42219.0,Prepaid,4.0,0.0,225.66666666666666,11332.0,0.7653429602888087,1.8333333333333333,211.0,4823.0,0
3168,F,37.0,Arunachal Pradesh,Delhi,190786.0,Postpaid,13.0,0.0,148.66666666666666,7388.0,1.3636363636363635,1.0,239.0,4919.0,0
3169,M,69.0,Delhi,Kolkata,243411.0,,32.0,0.0,234.33333333333334,7934.333333333333,1.0433212996389891,3.1666666666666665,288.0,9299.0,0
3170,M,48.0,Arunachal Pradesh,Hyderabad,722200.0,Prepaid,28.0,0.0,165.0,3368.3333333333335,2.635514018691589,2.3333333333333335,281.0,2830.0,0
3171,M,71.0,Tamil Nadu,Kolkata,48259.0,Prepaid,11.0,1.0,55.666666666666664,6931.333333333333,7.8,2.1666666666666665,38.0,1805.0,0
3172,F,21.0,Maharashtra,Hyderabad,149928.0,Prepaid,,0.0,217.33333333333334,14848.333333333334,2.8125,2.6666666666666665,269.0,14364.0,0
3173,M,22.0,Arunachal Pradesh,Delhi,,Prepaid,13.0,1.0,155.66666666666666,8913.666666666666,1.1090909090909091,2.3333333333333335,182.0,13772.0,0
3174,F,64.0,Tripura,Kolkata,70574.0,Prepaid,17.0,0.0,102.66666666666667,12333.0,3.142857142857143,2.3333333333333335,131.0,4408.0,0
3175,F,73.0,West Bengal,Hyderabad,116819.0,Prepaid,2.0,0.0,127.0,11251.0,,2.6666666666666665,290.0,9190.0,0
3176,F,46.0,Karnataka,Hyderabad,219068.0,Prepaid,17.0,0.0,84.66666666666667,7921.0,12.333333333333334,1.8333333333333333,147.0,7112.0,0
3177,,73.0,Karnataka,Kolkata,79215.0,Prepaid,29.0,0.0,148.33333333333334,6882.0,3.4393939393939394,2.1666666666666665,,5219.0,0
3178,F,54.0,Mizoram,Hyderabad,23824.0,Prepaid,9.0,0.0,202.66666666666666,17079.666666666668,1.8979591836734695,2.5,278.0,17447.0,0
3179,M,32.0,Mizoram,Chennai,159940.0,Postpaid,28.0,0.0,179.33333333333334,12805.666666666666,2.588888888888889,1.0,232.0,18222.0,0
3180,M,62.0,Tamil Nadu,Bangalore,193341.0,Postpaid,18.0,1.0,152.33333333333334,12510.333333333334,11.0,1.0,208.0,16574.0,0
3181,F,25.0,Maharashtra,Hyderabad,63413.0,Prepaid,17.0,0.0,42.666666666666664,5739.333333333333,0.4230769230769231,2.5,21.0,3920.0,0
3182,M,66.0,Arunachal Pradesh,Hyderabad,227059.0,Prepaid,1.0,0.0,203.66666666666666,6011.333333333333,0.7875457875457875,2.3333333333333335,214.0,2937.0,0
3183,M,50.0,Arunachal Pradesh,Kolkata,203484.0,Prepaid,31.0,1.0,128.33333333333334,10324.333333333334,2.5096153846153846,1.8333333333333333,260.0,9038.0,0
3184,F,51.0,Delhi,Hyderabad,109688.0,Prepaid,6.0,0.0,200.66666666666666,4012.0,1.053811659192825,2.6666666666666665,234.0,1412.0,0
3185,M,61.0,Arunachal Pradesh,Chennai,220103.0,Prepaid,8.0,1.0,167.66666666666666,8238.333333333334,0.9826086956521739,3.3333333333333335,225.0,1934.0,0
3186,F,49.0,Arunachal Pradesh,Mumbai,135252.0,Prepaid,11.0,0.0,259.3333333333333,8245.666666666666,0.9060150375939849,2.3333333333333335,240.0,17878.0,1
3187,F,26.0,Arunachal Pradesh,Delhi,100600.0,,29.0,0.0,149.33333333333334,13727.666666666666,1.7894736842105263,1.0,101.0,13360.0,0
3188,F,55.0,Mizoram,Chennai,129111.0,Postpaid,18.0,2.0,254.33333333333334,8858.333333333334,1.0833333333333333,1.0,259.0,2655.0,0
3189,M,21.0,West Bengal,Mumbai,212378.0,Postpaid,29.0,0.0,177.0,4942.333333333333,1.2946428571428572,,289.0,,0
3190,F,39.0,Delhi,Mumbai,216443.0,Prepaid,31.0,0.0,129.66666666666666,9512.333333333334,0.07773851590106007,2.5,21.0,16077.0,0
3191,F,19.0,Tamil Nadu,Bangalore,216480.0,Prepaid,12.0,0.0,40.666666666666664,1629.0,1.588235294117647,2.0,26.0,1725.0,1
3192,F,31.0,Mizoram,Delhi,80662.0,Prepaid,32.0,0.0,87.33333333333333,8921.0,0.4659090909090909,2.6666666666666665,40.0,5797.0,0
3193,M,65.0,Mizoram,Chennai,92221.0,Prepaid,7.0,1.0,205.33333333333334,10301.666666666666,1.1255605381165918,2.3333333333333335,250.0,12462.0,0
3194,M,66.0,West Bengal,Bangalore,223604.0,Postpaid,22.0,1.0,143.33333333333334,10217.0,0.7663551401869159,1.0,81.0,3411.0,0
3195,M,43.0,Karnataka,Mumbai,1694730.0,Prepaid,20.0,0.0,113.0,17027.0,0.5161290322580645,2.8333333333333335,79.0,15986.0,0
3196,F,71.0,Arunachal Pradesh,Bangalore,87030.0,Prepaid,4.0,0.0,209.0,6943.666666666667,0.6808510638297872,2.1666666666666665,191.0,557.0,0
3197,F,63.0,Delhi,Kolkata,137416.0,Prepaid,27.0,0.0,134.66666666666666,12404.0,2.830188679245283,3.0,149.0,13078.0,0
3198,M,55.0,Arunachal Pradesh,Mumbai,135611.0,Prepaid,3.0,0.0,120.66666666666667,8346.333333333334,3.9375,2.5,62.0,18023.0,0
3199,M,29.0,Tamil Nadu,Hyderabad,132590.0,Prepaid,25.0,0.0,154.0,10778.0,0.4921259842519685,2.5,124.0,8038.0,0
3200,M,54.0,Karnataka,Chennai,107967.0,Prepaid,19.0,,209.33333333333334,6748.666666666667,0.4222222222222222,2.1666666666666665,113.0,3424.0,0
3201,F,46.0,Tripura,Hyderabad,71113.0,Postpaid,12.0,0.0,32.333333333333336,4751.333333333333,1.4666666666666666,1.0,43.0,1404.0,0
3202,F,62.0,Tamil Nadu,Bangalore,34508.0,Prepaid,6.0,0.0,124.66666666666667,14234.333333333334,1.2654867256637168,1.8333333333333333,142.0,14524.0,0
3203,F,31.0,Delhi,Bangalore,133413.0,Postpaid,33.0,0.0,164.66666666666666,13135.0,22.846153846153847,1.0,296.0,4093.0,0
3204,F,59.0,West Bengal,Delhi,37300.0,Prepaid,4.0,0.0,166.66666666666666,12891.0,0.4563758389261745,2.5,135.0,11736.0,0
3205,M,46.0,Karnataka,Hyderabad,50286.0,Postpaid,28.0,0.0,178.0,8057.333333333333,1.817391304347826,1.0,208.0,9530.0,0
3206,F,35.0,Tripura,Hyderabad,54189.0,Prepaid,27.0,0.0,137.66666666666666,8343.0,0.5170731707317073,2.8333333333333335,105.0,9994.0,0
